name,pop_max,geom
Kisoro,12900,0101000020E610000030359DF8C5B23D40BBAD3E6887A9F5BF
Kissidougou,66815,0101000020E6100000E32E675B723D24C03A7F6EC383612240
Kissimmee,225494,0101000020E61000005E3CCD13195A54C0DD0E6844C44A3C40
Kisumu,395615,0101000020E610000095490D6D006041403B2982EE810CB7BF
Kita,46435,0101000020E610000059CF5A1B74F722C0DE318683CE192A40
Kitakyūshū,997536,0101000020E6100000C327428F3D5A60404DBC033C69EF4040
Kitale,150495,0101000020E61000003DA4CE92B67E414028806264C97CF03F
Kitami,113137,0101000020E6100000CDB5C3BACCFC6140EB30708AD8EC4540
Kitchener,417001,0101000020E610000030B2AE1B002054C01DEE7E7099B94540
Kitgum,56891,0101000020E61000006B5CA4F55C6F4040E29178793A670A40
Kitty Hawk,3413,0101000020E6100000F9591B191AED52C019709692E5094240
Kitwe,404901,0101000020E6100000C9552C7E53383C40885748AFBC9E29C0
Kivalina,374,0101000020E61000007D8049858C8F64C0DD11A9C4D0EE5040
Kizel,22135,0101000020E610000064A99AC530D14C407CC0971D3D884D40
Klagenfurt,90610,0101000020E6100000353113FBBA9E2C4048612871674F4740
Klaipėda,192307,0101000020E61000006E765A6DB41E35403D5FB35C36DC4B40
Klaksvík,4664,0101000020E6100000EFAB72A1F2271AC03D015EB0651E4F40
Klamath Falls,42978,0101000020E6100000A7F6D84CF4715EC09D7642F9CC1C4540
Klerksdorp,178921,0101000020E6100000E96BF184B99E3A4028976B7649E13AC0
Klin,80778,0101000020E6100000F058220670594240898F9955E92B4C40
Klintsy,66336,0101000020E610000033141C03571F40408F899466F3614A40
Klyuchi,1089,0101000020E61000003F822C55331B64406DCDB11765264C40
Knoxville,655400,0101000020E6100000DAD42FC7E1FA54C0745BC75D29FC4140
Knysna,63106,0101000020E6100000A30F4C248708374073A087DA360441C0
Koblenz,312633,0101000020E610000032A193EF63661E40953A1279DC2C4940
Kobuk,151,0101000020E61000007C3084F7309C63C05DFC6D4F10BA5040
Kochi,1519000,0101000020E6100000FD8C66C0340E5340AD1CB51DAE082440
Kodiak,9461,0101000020E6100000D02C6409060D63C038F2E5AA1EE54C40
Kodinskiy,15670,0101000020E61000000E779A2660C65840EF02C844E7584D40
Koforidua,156653,0101000020E6100000B35252712DA4D0BF1F42A6C6955C1840
Kogalym,58192,0101000020E6100000C05F27509F9F5240A355D22FB6054F40
Kogon,107566,0101000020E6100000AAB294D1ED2250403239B5334CDC4340
Kohat,343027,0101000020E610000034812216B1DB514082D371EB24CD4040
Kohima,92113,0101000020E61000000B2CDBE2758757402C00D75FC0AA3940
Kohtla-Järve,46060,0101000020E61000002BBF0CC688483B40F8904B7732B34D40
Koidu,87539,0101000020E6100000A592F07332B325C003322A5F86E12040
Kok Yangak,15000,0101000020E61000006762BA102B4D52400F8F0E59EE834440
Kokkola,46714,0101000020E6100000718C09D6DD1D3740E5E5FA88A9EA4F40
Koko,25792,0101000020E610000063731FCA6111124007F82466ACD82640
Kokomo,61121,0101000020E6100000CFD72C978D8855C05B6A73524E3E4440
Kokshetau,128873,0101000020E6100000D4E9E51CE15A5140CC176A0366A64A40
Koktokay,80000,0101000020E61000007C62E216EF615640013C031FDD7E4740
Kolar,144625,0101000020E6100000AE861FF788885340298D3D2075442A40
Kolda,69267,0101000020E6100000888CFD1B6AE62DC04012F6ED24D22940
Kolhapur,750000,0101000020E61000003D19D297148E52403333333333B33040
Kolkata,14787000,0101000020E6100000CD6B94C09F1756402265F6EBCF913640
Kollam,394163,0101000020E610000092FD3DC27A245340256C89A6FDCC2140
Kolomna,147690,0101000020E61000006E13EE95796443409FDE31E13C8A4B40
Kolpashevo,27876,0101000020E610000030F8D21F0DBA5440A0122987CF274D40
Kolpino,225801,0101000020E6100000373EEEB666A63E40BAE303F170DD4D40
Kolwezi,418000,0101000020E610000001D5E4CEF17839408E7D2480F66E25C0
Kom Ombo,303962,0101000020E6100000F9872D3D9A794040E8EAD85251783840
Komatini,45631,0101000020E61000007E288705AD6A39404B7A731310914440
Komatipoort,20508,0101000020E61000004D1F7013A4F03F4061472DDED96839C0
Kombissiri,30137,0101000020E6100000D52137C30D58F5BF4E266E15C4202840
Kompong Chhnang,75244,0101000020E6100000D94E4AF7A92A5A4021B715B13E802840
Komsa,10,0101000020E6100000A78C24E67E50564098BED7101CEF4E40
Komsomolets,9838,0101000020E61000007543AE2F6D064F40B56CAD2F12E04A40
Komsomolsk na Amure,275908,0101000020E6100000A3CFA2D2A3206140E95619D709474940
Kon Tum,105489,0101000020E6100000B5FEF1B9EEFE5A406117450F7CC42C40
Kondopoga,34360,0101000020E6100000EE77280AF4244140F0BECF5DB71A4F40
Kondoz,259809,0101000020E61000007A92CF86D7375140D7CC107D2D5D4240
Koneurgench,31400,0101000020E6100000C97D062F55954D40FC54151A88284540
Kongolo,105202,0101000020E610000075B39A09E1FA3A40E30F502B968415C0
Konibodom,259876,0101000020E6100000E0A293A5569B5140437C163A65254440
Konotop,103547,0101000020E61000005693F139C19A4040F139668F069F4940
Kontagora,98754,0101000020E6100000435E6ADF37E115409156C6D0FBCC2440
Kontcha,8018,0101000020E6100000A758350873772840A174D8333ADE1F40
Konya,919000,0101000020E610000088B59D5B8D3C4040563A692B40F04240
Konza,2004,0101000020E6100000060DFD135C8F4240772A85E574FEFBBF
Korf,400,0101000020E61000009D2CB5DE2FBA64400B91781E812A4E40
Korhogo,177711,0101000020E6100000E938C8354F8F16C064D6411482EB2240
Korla,613000,0101000020E6100000FF5E0A0F9A895540A317FF8870DD4440
Korogwe,50000,0101000020E61000001430702F1F4543403C3C3A64B95B14C0
Koror,11200,0101000020E61000002A5EC02606CF6040FEDC860783611D40
Korosten,72984,0101000020E6100000D1A057F267A63C40990C6C3AA7794940
Korsakov,35091,0101000020E6100000992D5915E1D861405F23EE563B524740
Korçë,58259,0101000020E61000007289230F44C43440321D3A3DEF4E4440
Kos,19244,0101000020E6100000A31A9BC2EF493B4090FFB8B365724240
Kosti,345068,0101000020E61000005CFEE8407B5440402CC2A8FF07572A40
Kostroma,277656,0101000020E6100000B2FFF0A95278444004CB113290E24C40
Koszalin,107450,0101000020E61000008CC45FEEEE2E30409A99999999194B40
Kota,827000,0101000020E6100000A1551CBD50F55240DE2A3EF4932E3940
Kota Baharu,505583,0101000020E6100000AEB59CF0B78E5940317BD976DA7A1840
Kota Kinabalu,527671,0101000020E6100000E3F2695F0A075D40FA9B508880EB1740
Kotabumi,42366,0101000020E6100000B1C45E8399395A40EF99DB734F5513C0
Kotelnich,28431,0101000020E6100000F1965066282848407BE9DCA3ED264D40
Kotlas,59879,0101000020E6100000DB7E43F2DF544740780F2B37ACA14E40
Kotlit,1002,0101000020E610000089DD2D7FB47164C098EB7E5F6D844F40
Kotovsk,33077,0101000020E61000003A9C548F8FC0444072A83A3F204C4A40
Kotzebue,3194,0101000020E610000003ECA353175364C00469103084B95040
Koudougou,87347,0101000020E6100000746A1D0BC0F502C021B715B13E802840
Koulamoutou,16222,0101000020E61000002AA7E26B74F72840398721286D20F2BF
Koulikoro,23919,0101000020E61000003BA0B65730331EC0CD98DDEE40C42940
Koundara,13990,0101000020E6100000AC7713D78C972AC00DF560F7C2F52840
Koupéla,32052,0101000020E610000001BD70E7C2C8D6BFB4C876BE9F5A2840
Kourou,24029,0101000020E61000000487BC8A31534AC047F07508D2A31440
Kouroussa,14223,0101000020E610000080290307B4C823C08C5F1D6C564E2540
Koutiala,104927,0101000020E6100000EF343E3844E115C06D8896E1E4C72840
Kouvola,31133,0101000020E6100000E23FDD4081B53A40786572C520704E40
Kovda,20,0101000020E6100000263B91BB636F40401EC18D942DAC5040
Kovel,71301,0101000020E61000002AA7E26B74B7384028C819D4C89B4940
Kovrov,154224,0101000020E6100000396FAD403EAA44403D7BD399202E4C40
Koyuk,254,0101000020E6100000753117020A2564C0F5FCC45C2D3C5040
Koyukuk,101,0101000020E6100000F5FCC45C6DB663C09EE117A856385040
Kozhikode,953000,0101000020E61000001B199AA127F1524066344D3338812640
Košice,236563,0101000020E6100000712B73A900403540DDB6EF517F5D4840
Kpalimé,100479,0101000020E61000007CA3B1513129E43FB262B83A009A1B40
Krabi,31219,0101000020E6100000A69FCB2F5EBA5840CC947B26A01A2040
Kracheh,19975,0101000020E6100000906D742989815A4031E7BE4120F02840
Kragujevac,171197,0101000020E6100000152D8A6885EB3440F3DB210F8E024640
Kraków,756000,0101000020E610000007EDD5C743F5334099A66329ED074940
Kramatorsk,184105,0101000020E610000042A4F0EA66C442403D789219145C4840
Krasino,10,0101000020E61000004298DBBDDC354B408A2DF30CD0AE5140
Krasnoarmeysk,25841,0101000020E6100000070143A044D94640CB694FC939824940
Krasnodar,649851,0101000020E6100000C4E1163D01804340E1568B998E824640
Krasnogorsk,3304,0101000020E61000000D816D0EE1C26140437D810F143B4840
Krasnokamensk,54316,0101000020E6100000409F6DDAB1815D40527FBDC282084940
Krasnokamsk,52689,0101000020E6100000D7AAB8CC44DF4B40D42CD0EE90094D40
Krasnoturinsk,64878,0101000020E610000012A18EF6AA1A4E40D3E2DF5395E14D40
Krasnoufimsk,43121,0101000020E61000006FCF98EE1AE14C4082C5E1CCAF4C4C40
Krasnouralsk,20571,0101000020E61000002355CA2198064E40EFC8586DFE2C4D40
Krasnoyarsk,925000,0101000020E6100000209D15AC4C3757401909C8F209024C40
Kremenchuk,232742,0101000020E6100000FB761211FEB64040C929F004B18A4840
Kribi,55224,0101000020E61000009DB98784EFD123407E552E54FE850740
Krishnanagar,145926,0101000020E61000003429AA23EC215640EE4E2D115E613740
Kristiansand,63814,0101000020E6100000C2ED972C62E61F404E32D1A9A3124D40
Kristianstad,32188,0101000020E61000006FF8382E3E442C4054A703594F044C40
Krong Koh Kong,33134,0101000020E61000004990002409BF5940540262122E3C2740
Kroonstad,103992,0101000020E610000025654117C3353B401CD6AFCFF7A83BC0
Kropotkin,79599,0101000020E6100000CFCEB3A3824A4440950ED6FF39B94640
Krujë,21286,0101000020E610000055CB8C6D08CC334068D773886EC24440
Kryvyy Rih,652380,0101000020E61000009E98F56228AC4040B8014466D3F64740
Ksar El Kebir,306600,0101000020E61000002F4C4B51D3A317C0F27C06D49B824140
Kuala Lipis,15448,0101000020E610000064DA4823B08259404CB6CBC86ABC1040
Kuala Lumpur,1448000,0101000020E6100000ECF830A6136C5940DC4232DC4D1E0940
Kuala Terengganu,350210,0101000020E610000048E17A14AEC75940921C55F256521540
Kualakapuas,35632,0101000020E61000004165EE3F9B985C406460FB09A6DE07C0
Kuantan,366229,0101000020E61000009D1B89867BD45940D33E0C63C1A30E40
Kuching,570407,0101000020E6100000678D8BB41E955B408BD4C5B7C17AF83F
Kudymkar,32423,0101000020E6100000CDD3145C07514B401A7AD51412824D40
Kugluktuk,1302,0101000020E61000009822AFBD05C85CC009A2934A1DF35040
Kuito,114286,0101000020E610000089997D1EA3F03040CCBF4CCA93C228C0
Kukës,17832,0101000020E6100000161406651A6F34401904B1C79F0A4540
Kullorsuaq,450,0101000020E610000068075C57CC9C4CC0FBA188FBFEA45240
Kulob,115164,0101000020E61000000B41B390A57151402A73F38DE8F54240
Kulunda,15345,0101000020E6100000734C16F79FBC5340C0F7EDDA944A4A40
Kulusuk,286,0101000020E6100000E74FC01B779742C085285FD042645040
Kumaka,2190,0101000020E61000009A46EE44A4304DC00B32B89C01340F40
Kumamoto,718232,0101000020E61000008786C5A86B566040D4B3C5DA84664040
Kumasi,1646000,0101000020E6100000F3EC4D67821CFABFD19BE50D8BC41A40
Kumba,144413,0101000020E6100000FAAEAD4445E1224051C8844EBE8F1240
Kumbakonam,139264,0101000020E610000031DAEA40CDD853405EC95E4E10E72540
Kumbo,125486,0101000020E6100000A3F3D02D2A5C25409099B0A2ABE11840
Kumertau,65321,0101000020E610000067C8C22165E44B40EAE115D22B634A40
Kumi,13000,0101000020E610000017F60F7DD2F740402C8606BD925FF73F
Kumo,35712,0101000020E6100000E3B6C71C156D264078A3456C66172440
Kundian,35406,0101000020E6100000F2EA1C0332DE5140D4450A65E1394040
Kundiawa,9383,0101000020E6100000D4C78D6CB81E6240B881F1C28C1718C0
Kungur,66389,0101000020E6100000D4974AE4277A4C40D410B0B1A6B74C40
Kunming,2931000,0101000020E6100000DF396DDAA2AC59408152EDCFF80A3940
Kununurra,5679,0101000020E6100000C63F225C77176040B96A436A7F882FC0
Kuopio,91900,0101000020E61000002A317491E7B13B4063E135F977724F40
Kupang,282396,0101000020E610000036BC6AAF4FE55E4086973B8E7A5B24C0
Kupina,16333,0101000020E61000006BFE4E498C5153402630421DFB2D4B40
Kupyansk,78870,0101000020E6100000C415061B8DCC4240F127CF6163DC4840
Kuqa,470600,0101000020E61000009214A28DEDBB544004DA67DF26DD4440
Kure,196991,0101000020E61000004C5B1256199260400EE3C9C91F204140
Kurgan,343129,0101000020E61000005516855D145650402E7D9EF5DFBA4B40
Kurnool,424920,0101000020E6100000E1890FA2EB815340B84489F1F5A82F40
Kursk,409431,0101000020E6100000D6A7C1D9521842406C98FCAAB7DE4940
Kurtamysh,17936,0101000020E6100000A1FE0EA0BA1B50402B56687B4F744B40
Kuruman,10006,0101000020E610000027987B92856B3740E9CF23EB15733BC0
Kushiro,198566,0101000020E610000046933078FD0B624056B60F79CB7C4540
Kuta,30012,0101000020E6100000DBA09BA2C8CB5C40EEEBC039236E21C0
Kutaisi,183945,0101000020E6100000EAAF5758705D454018E6A9B3FF1F4540
Kuujjuaq,1273,0101000020E610000064E2FB87991951C09D7642F9CC0C4D40
Kuujjuarapik,1243,0101000020E6100000E60DE665037153C091FDE20808A44B40
Kuwait City,2063000,0101000020E61000005D63E135F9FC4740ED9DD156255F3D40
Kuybyshevskiy,8925,0101000020E6100000BE30992A182C5140EEDE9BF05CFD4240
Kuznetsk,95574,0101000020E6100000F7C14362CC4C47405F8319AE698F4A40
Kwekwe,99149,0101000020E6100000F17AD56FCBCC3D40C198E3CBFAED32C0
Kwinana,20086,0101000020E6100000C20D428A4BF15C40A67EDE54A41E40C0
Kyakhta,18431,0101000020E61000003903C875F89C5A40A090F870242D4940
Kyaukphyu,4261,0101000020E61000008093B76D29635740648D1FCFD36D3340
Kyiv,2709000,0101000020E61000002C56C334C2833E4031C2CA57B8374940
Kyoto,1805000,0101000020E61000008826F50AF0F76040897F338C16844140
Kyrenia,26701,0101000020E6100000A2B9A9DC9FAA40404183A856BAA94140
Kyshtym,50911,0101000020E61000007982B34A9F474E40FFA6C17E99D94B40
Kyustendil,51067,0101000020E610000093E92BA3ECB036409EFB613A63244540
Kyzyl,108240,0101000020E61000003F0E9425849857408EC8772975DA4940
Kédougou,18226,0101000020E6100000152BB4BD275C28C0BA281F27F11E2940
Kérouané,15406,0101000020E6100000835B2D663A0A22C0213F1BB96E8A2240
København,1085000,0101000020E610000058CC6328821F2940EC4CA1F31AD74B40
Kütahya,185008,0101000020E6100000F6DF394A14EE3D40F68480D7C2B54340
Kırklareli,58223,0101000020E6100000BAE81A1CDB393B40227A08991ADF4440
Kırıkkale,211138,0101000020E61000003373DC84D6C340405B00BFEBD8EC4340
Kırşehir,94336,0101000020E6100000F743C769E31541407207A0072D924340
Kōbe,1528478,0101000020E61000007F9D407D70E56040E95619D709574140
Kōchi,335570,0101000020E6100000EC9ADA6333B1604037D77AD0FDC74040
Kōfu,197540,0101000020E6100000320ADD80AA5261402183CB1940D34140
Kōriyama,340560,0101000020E6100000C7CFEBF4288C6140B691A1197AB44240
L'Aquila,68503,0101000020E61000000542A154B1C72A40E4C924D9D92C4540
L'Ariana,97687,0101000020E61000004390831266662440EB28BD25EF6E4240
La Asunción,35084,0101000020E61000006803B00111F14FC092B06F2711112640
La Barca,35345,0101000020E6100000E548C219D7A359C000975BB5C6473440
La Ceiba,145926,0101000020E6100000A036AAD301B355C03EBE73DEB5862F40
La Coruña,370610,0101000020E610000079735D9D08D720C0FFB858AC3CAA4540
La Crosse,87381,0101000020E6100000BE4EEACB52CF56C09D83674293E64540
La Cruz,11900,0101000020E610000076A911FA99B95AC090D8EE1EA0EB3740
La Cruz,4319,0101000020E6100000653733FA516855C0E1E35D3F0E242640
La Esmeralda,150,0101000020E610000038F7578FFB6250C090508E5DFD630940
La Esperanza,5318,0101000020E61000009C306134AB0A56C02ADE6D837FAA2C40
La Grande,15004,0101000020E6100000D772C2DF8A855DC0467820578FA94640
La Grange,31776,0101000020E6100000AD24C33B0A4255C0FC219111AB844040
La Libertad,8646,0101000020E6100000D13A4FE1AD8756C063AC808CCAC73040
La Ligua,26665,0101000020E6100000A7A503A35CCF51C04B62FF2BE13A40C0
La Oroya,33345,0101000020E6100000E52DB2F828FC52C0AF939FF9410A27C0
La Palma,1845,0101000020E6100000BCDE477FF98853C09AC3FF67DECB2040
La Paloma,3230,0101000020E610000067E43D18C2154BC0A3CEDC43C25541C0
La Paz,17555,0101000020E61000004158D7B2C6EB55C06281AFE8D6A32C40
La Paz,189767,0101000020E610000020B825CD7A945BC06445685FD4233840
La Paz,1590000,0101000020E6100000E90FCD3CB90951C026E88AADFB7E30C0
La Paz,4400,0101000020E6100000923B6C2233E350C0BB7ABA5FAABB40C0
La Plata,694253,0101000020E6100000D65D61F52AFA4CC0FE01C1622F7641C0
La Rioja,162620,0101000020E61000009C37A9C365B650C0427CBB80F2683DC0
La Rochelle,76997,0101000020E6100000A688C21D5E66F2BF406CE9D154154740
La Romana,208437,0101000020E6100000E28FA2CEDC3D51C08C643497C06A3240
La Ronge,3783,0101000020E6100000FDEEC27B33535AC067EDB60BCD8C4B40
La Sarre,7206,0101000020E610000038C53E5CCDCC53C09013268C66664840
La Scie,817,0101000020E61000007307FBC09FCA4BC09AE55718C7FB4840
La Serena,154521,0101000020E61000008F30B19EFFCF51C0FBF72A4366E63DC0
La Unión,26807,0101000020E6100000F834272FB2F555C07FBDC282FBA92A40
La Unión,26298,0101000020E6100000260CB908C24552C0EB5AD6581D2544C0
La Vega,163197,0101000020E6100000E0C61CBA0FA151C0FB9E477B72373340
La Victoria,5000,0101000020E61000001ED0888851F84CC0E2992BDE234A36C0
Laascaanood,60100,0101000020E61000000154CC9C89A847403EE7131ED9DD2040
Laayoune,188084,0101000020E61000009C035F2C67662AC0977A713D65263B40
Labasa,24187,0101000020E61000000D4EE905446C664023105432A56A30C0
Labinsk,61945,0101000020E610000060A86851445F4440E550757E40514640
Labrador City,10313,0101000020E6100000622F14B09DBA50C0237722D280784A40
Labutta,1667,0101000020E6100000385ECB75E4AC574007F1DCD671293040
Labé,140575,0101000020E61000008DFF4CCE9A9928C039EE940ED6A32640
Lac La Biche,2986,0101000020E6100000C95A43A9BDFD5BC0F5FD8AEBCE624B40
Ladysmith,47375,0101000020E61000008854072FB0C73D40491BFD1EAB8C3CC0
Lae,131052,0101000020E61000003C1CB85EAE5F62400D67237C94EE1AC0
Lafayette,133977,0101000020E61000006252D73535B855C0A80D3D1867354440
Lafayette,158214,0101000020E6100000CA24D9D9460157C0C3F352B131333E40
Lafia,127236,0101000020E61000001A5EFF64420A2140885F56CD18FB2040
Laghouat,113872,0101000020E610000064874215480A07407D0EE2B9ADE74040
Lagos,9466000,0101000020E6100000820B68D8DE1D0B4056BC9179E4C71940
Lagos de Moreno,94127,0101000020E6100000CEC5DFF6847B59C0BE06335CD35E3540
Laguna,39711,0101000020E6100000F8883D59D66348C00981A66FE37A3CC0
Lagunas,10,0101000020E61000009AB1683ABB6B51C09E4A61399DFB34C0
Lahad Datu,105622,0101000020E6100000231BFE8980955D40D5A59075822F1440
Lahat,65906,0101000020E6100000480C4CB821E2594067C00FBD7B660EC0
Lahij,66288,0101000020E6100000CC3BF3171F714640457F68E6C91D2A40
Lahore,6577000,0101000020E61000005FFBB8EC46965240A80D98D1D98F3F40
Lahti,98826,0101000020E610000042FC0D2439AA3940FC276ECB367F4E40
Laiwu,124108,0101000020E6100000AB9DBC233E6A5D40C25D0718A7194240
Laiyang,250000,0101000020E610000009956E01572D5E4089F43691F47B4240
Lajes,164676,0101000020E6100000BFCF5DB7AD2749C09DE62ED340CF3BC0
Lake Charles,83821,0101000020E61000004303B16CE64D57C0F4D83B48F4393E40
Lake City,29395,0101000020E6100000558E249CF1A854C086EBAC7191303E40
Lake Havasu City,56133,0101000020E610000000636CD7BA935CC09A27D714C83F4140
Lake Louise,1248,0101000020E61000003B1FF9DEBA0B5DC0C37C1E4883B74940
Lake Minchumina,32,0101000020E610000016F88A6EFD0963C03B74D59700F14F40
Lakeville,261308,0101000020E6100000273C574A854F57C0DE848C9136534640
Lalitpur,337785,0101000020E6100000E609DF5655555540F870C971A7AA3B40
Lamar,8620,0101000020E6100000F97C3958A4A759C0D9147E5F120B4340
Lamas,13693,0101000020E610000082B7F6F4472153C046E7A15B54B819C0
Lambaréné,25310,0101000020E61000007DE1DFB1E96E244056C15E173463E6BF
Lamia,47246,0101000020E6100000A55824DC1A6F3640A990E16712734340
Lampang,204081,0101000020E6100000DF20B5E4CCDE5840D6EE0D74A34A3240
Lamphun,14030,0101000020E61000006EFF648B73C0584073817AB0F0923240
Lamu,24525,0101000020E6100000729DEBA0B77544404402A150AA1802C0
Lancaster,48829,0101000020E6100000FE87AA4EBDA654C00AA58A3D0FDC4340
Lancaster,209489,0101000020E6100000CD0D3CAD911353C0B60F79CBD5044440
Lancaster,225799,0101000020E6100000DBC2F352B1885DC0F6C1E8A859594140
Lander,6821,0101000020E610000050A6D1E4E22E5BC049B65FE39F6A4540
Langfang,810000,0101000020E6100000791CAB39652B5D406CEFAE0EDBC24340
Langsa,117256,0101000020E610000050C8CEDBD87D5840A56ABB09BEB11240
Langzhong,60542,0101000020E610000033AF7EC7CB7D5A40A97812C770933F40
Lankaran,60180,0101000020E61000001A65A2ADEF6C484040CC142983604340
Lansdowne House,120,0101000020E6100000FCC7427488F855C00CB265F9BA1B4A40
Lansing,279952,0101000020E61000004F0240BAFD2255C0FC5C2338E45D4540
Lanxi,72528,0101000020E610000050B3F62DA9915F4047B87F1B18224740
Lanzhou,2561000,0101000020E6100000E683544090F2594099C3A4AE6B074240
Lao Chi,67206,0101000020E6100000CA86DADBD2FD59409D4E0D8F58803640
Laoag,207048,0101000020E610000031A479B6FD255E40CB564DC6E7323240
Lapa,25621,0101000020E6100000F0106B9670DD48C03806AE3C92C239C0
Lappeenranta,59276,0101000020E610000032C115F5EE2E3C4042322E6695884E40
Larache,120082,0101000020E610000030890EDCDCA318C069B6E166A7994140
Laramie,26934,0101000020E6100000E5E324DECB655AC00D8B51D7DAA74440
Laranjal do Jari,45000,0101000020E6100000855A7803713D4AC08B7159E08633EBBF
Laredo,434768,0101000020E6100000465B954476E058C086D1072692813B40
Larissa,128758,0101000020E61000004ACA822E866B36407C8CA83FB1D04340
Larkana,364033,0101000020E6100000479968EB3B0D5140360186E5CF8F3B40
Larnaka,48947,0101000020E6100000D12A8E5E68D14040526A8A5B60754140
Laryak,10,0101000020E6100000834C327216105440A150AAD8F38C4E40
Las Cruces,115167,0101000020E6100000ACC3769CC7B15AC063E712B303284040
Las Heras,66663,0101000020E6100000C61DCAAB4E3351C05776C1E09A6940C0
Las Lajas,1218,0101000020E6100000059A1947769751C0C03C0911154243C0
Las Lomitas,7683,0101000020E610000056B0D705CD4C4EC0E80B6B7418B338C0
Las Palmas,378495,0101000020E61000001BA034D428DC2EC08962F20698193C40
Las Plumas,605,0101000020E610000062EC7E9E1FD250C05F6E1E1EA8DC45C0
Las Tablas,11358,0101000020E6100000758E01D9EB1154C047BE5CD5A30A1F40
Las Tunas,203684,0101000020E610000084F6459D143D53C0AAFC21ECCAF53440
Las Vegas,1823000,0101000020E61000002A3E61E8AFC95CC010441DF616154240
Las Vegas,16998,0101000020E610000064F1F67B3D4E5AC052E9CCE26ACC4140
Lascano,6976,0101000020E610000093F0CEEB99194BC0D369DD06B5D540C0
Lashkar Gah,201546,0101000020E6100000AD24C33B0A17504027A25F5B3F953F40
Lata,553,0101000020E610000085DA25606ABB6440F4B2DC88DD7925C0
Latacunga,94972,0101000020E61000001FC99BB209A753C05A12FB5F09BFEDBF
Latakia,539147,0101000020E61000001BD5E940D6E34140F1A1444B1EC54140
Latur,374394,0101000020E610000092FD3DC27A245340ACE4637781663240
Launceston,72458,0101000020E61000001AB105732A646240CC49833694B944C0
Laurel,28841,0101000020E6100000DC2E34D7E94856C020E9787187B23F40
Lausanne,265702,0101000020E610000067A1F88C9F991A40EA33B10AE5434740
Lautoka,55894,0101000020E61000003040EC96EE2E6640422DBC81B89D31C0
Laverton,316,0101000020E61000006CEC12D5DB995E40B1112D1E83A03CC0
Lavras,81472,0101000020E6100000ADC9AE0F468146C0E5901ED0E33F35C0
Lavrentiya,1242,0101000020E61000001AAF2FC8CC6065C046D0984954655040
Lawrence,92726,0101000020E6100000875DCAAF55D057C0F620A92AD97A4340
Lawton,91752,0101000020E6100000F90F8EFE3C9A58C048CD0D3CAD4C4140
Laï,19382,0101000020E610000061AA99B5144E30409FC48C953DCA2240
Le Havre,242124,0101000020E61000003BCF8E0A52DFBA3F9BA84A00A3C04840
Le Mans,144515,0101000020E6100000EAB288E130EEC93F732C57E18F004840
Lead,2874,0101000020E6100000B730C15F02F159C0A1BDFA78E82C4640
Lebowakgomo,33308,0101000020E6100000EE940ED6FF7F3D408D8C1F741A3338C0
Lebu,22345,0101000020E610000029F85C5C996952C00996D9D605CE42C0
Lecce,162582,0101000020E61000005BA43FEA652632406CE5CA45212E4440
Leeds,1529000,0101000020E6100000ADE153FA51D2F8BF9638E3431FE54A40
Leesburg,49574,0101000020E6100000909E2287887854C03DDF05007DCF3C40
Leeton,7299,0101000020E61000006A5F8ABCB64C6240D3FC8C66C04541C0
Leeuwarden,125778,0101000020E6100000D954826A282217404DCE9A690CA04A40
Legazpi,320081,0101000020E61000008FD1F01C00F05E402CC2A8FF07572A40
Leh,30870,0101000020E610000089120469A0645340FF84F2F9AD144140
Lehututu,1942,0101000020E610000030BC92E4B9DE3540DDDA786638F837C0
Leicester,457983,0101000020E6100000C8A53B99C921F2BF0C1C7519A3504A40
Leikanger,1965,0101000020E61000002577D84466661B40FF7D213F76974E40
Leipzig,542529,0101000020E61000001EF34B0EE9D12840D933958FEEAA4940
Leiria,45112,0101000020E6100000F7C95180289C21C0FAEFC16B97DE4340
Lemosos,154000,0101000020E6100000CB5E5BE443844040AD9FA3FA73564140
Lemsid,100,0101000020E6100000D0717F3F46B22BC0FE1AFFF4558C3A40
Lenger,23058,0101000020E6100000185B0872507851402BFA43334F184540
Leninobod,11468,0101000020E610000041D8840F0040514071732A1900E04340
Leninogorsk,66263,0101000020E6100000B56E83DA6F394A40C5E57805A24C4B40
Leninsk Kuznetsky,109023,0101000020E610000099E83DDFE08A5540140A6C297B544B40
Lensk,25589,0101000020E61000002D95B7239CBC5C40B0DC77B1D55C4E40
Leo,26884,0101000020E6100000DA740470B3C800C0A873452921302640
Leonara,227,0101000020E6100000B33ADE89FE545E401AB10573AAE13CC0
Leopoldina,46742,0101000020E6100000CE01DDF2EC5145C06BCBCA40AF8735C0
Lerwick,6594,0101000020E6100000A688C21D5E66F2BFD99F7A5A34134E40
Les Cayes,175457,0101000020E6100000548B2DA9FF6F52C056FB2AAF4B333240
Leshan,1157000,0101000020E6100000496F1349CFEE59404210D6B5AC913D40
Lesosibirsk,65945,0101000020E6100000A409CA23EE1E5740365607E5221F4D40
Lesozavodsk,41778,0101000020E610000080715FBDC0AD6040248D1BC8C4BC4640
Lethbridge,70617,0101000020E6100000A51DED6E54355CC0320D79BAA9D94840
Lethem,352,0101000020E610000013AA8A5F67E64DC05310F230A31E0B40
Leticia,59575,0101000020E61000003B8908FF227D51C0C0F1102109CE10C0
Letpadan,176571,0101000020E6100000AD40E37874EF574079D047742AC83140
